customer_id,company_name,email,region,credit_limit,since
MC-127,umbrella co -226 inc,acct226@example.com,武汉,500000,2018-01-01
MC-128,vandelay -227 inc,acct227@corp.net,南京,500000,2018-01-01
MC-129,umbrella co -228 inc,acct228@biz.org,西安,500000,2018-01-01
MC-130,pied piper -229 inc,acct229@example.com,苏州,500000,2018-01-01
MC-131,tyrell corp -230 inc,acct230@corp.net,北京,500000,2018-01-01
MC-132,stark industries -231 inc,acct231@biz.org,上海,500000,2018-01-01
MC-133,wonka -232 inc,acct232@example.com,广州,500000,2018-01-01
MC-134,black mesa -233 inc,acct233@corp.net,深圳,500000,2018-01-01
MC-135,lexcorp -234 inc,acct234@biz.org,杭州,500000,2018-01-01
MC-136,acme corp -235 inc,acct235@example.com,成都,500000,2018-01-01
MC-137,lexcorp -236 inc,acct236@corp.net,武汉,500000,2018-01-01
MC-138,aperture -237 inc,acct237@biz.org,南京,500000,2018-01-01
MC-139,stark industries -238 inc,acct238@example.com,西安,500000,2018-01-01
MC-140,lexcorp -239 inc,acct239@corp.net,苏州,500000,2018-01-01
MC-141,aperture -240 inc,acct240@biz.org,北京,500000,2018-01-01
MC-142,oscorp -241 inc,acct241@example.com,上海,500000,2018-01-01
MC-143,wonka -242 inc,acct242@corp.net,广州,500000,2018-01-01
MC-144,globex -243 inc,acct243@biz.org,深圳,500000,2018-01-01
MC-145,globex -244 inc,acct244@example.com,杭州,500000,2018-01-01
MC-146,pied piper -245 inc,acct245@corp.net,成都,500000,2018-01-01
MC-147,wonka -246 inc,acct246@biz.org,武汉,500000,2018-01-01
MC-148,oscorp -247 inc,acct247@example.com,南京,500000,2018-01-01
MC-149,cyberdyne -248 inc,acct248@corp.net,西安,500000,2018-01-01
MC-150,lexcorp -249 inc,acct249@biz.org,苏州,500000,2018-01-01
MC-281,wayne enterprises mfg#80,  mfg80@industry.com  ,上海,"$3,006,509.00",15-02-2022
MC-282,Initech MFG#81,mfg81@industry.com,北京,"$1,525,212.00",28-04-2017
MC-283,Aperture MFG#82,mfg82@industry.com,成都,1386366,2020-05-09
MC-284,Weyland-Yutani MFG#83,MFG83@FACTORY.ORG,深圳,"$3,617,576.00",02/17/2018
MC-285,weyland-yutani mfg#84,mfg84@industry.com,广州,4 950 446,12-12-2018
MC-286,black mesa mfg#85,mfg85@industry.com,西安,"$1,884,292.00",11/25/2019
MC-287,Acme Corp MFG#86,mfg86@plant.net,深圳,3 321 781,01-12-2026
MC-288,Vandelay MFG#87,mfg87@plant.net,西安,"$2,321,744.00",2015-05-21
MC-289,Umbrella Co MFG#88,mfg88@factory.org,北京,"4 952 025,00",10/07/2024
MC-290,  Black Mesa MFG#0  ,  mfg89@plant.net  ,成都,4 321 307,2020-08-14
MC-291,Globex MFG#1,mfg90@plant.net,成都,2541822,05-06-2018
MC-292,BLUE SUN MFG#2,MFG91@PLANT.NET,杭州,2519943,2020-07-23
MC-293,INITECH MFG#3,mfg92@plant.net,上海,"$3,554,070.00",2021-08-20
MC-294,Cyberdyne MFG#4,MFG93@INDUSTRY.COM,成都,"$721,962.00",06/21/2025
MC-295,Initech MFG#5,mfg94@factory.org,南京,"$1,923,805.00",2021-09-14
MC-296,  Initech MFG#6  ,mfg95@factory.org,北京,1178742,01/24/2021
MC-297,Aperture MFG#7,MFG96@PLANT.NET,上海,3238423,12/19/2016
MC-298,Aperture MFG#8,MFG97@PLANT.NET,南京,2576165,17-12-2018
MC-299,  Initech MFG#9  ,MFG98@INDUSTRY.COM,上海,"$3,439,988.00",2017-06-07
MC-300,Stark Industries MFG#10,mfg99@industry.com,南京,"4 608 009,00",12/14/2019
MC-301,BLACK MESA MFG#11,  mfg100@plant.net  ,杭州,1541768,24-10-2019
MC-302,blue sun mfg#12,mfg101@factory.org,深圳,"$874,522.00",01-11-2025
MC-303,HOOLI MFG#13,mfg102@plant.net,苏州,2565020,11/03/2024
MC-304,MASSIVE DYNAMIC MFG#14,  mfg103@industry.com  ,杭州,3 907 900,12/13/2025
MC-305,Blue Sun MFG#15,mfg104@plant.net,苏州,3982417,17-04-2019
MC-306,BLUE SUN MFG#16,mfg105@factory.org,广州,"4 987 314,00",2018-09-02
MC-307,OSCORP MFG#17,  mfg106@plant.net  ,苏州,"619 411,00",2026-07-15
MC-308,LexCorp MFG#18,mfg107@industry.com,杭州,3176124,2019-07-01
MC-309,WEYLAND-YUTANI MFG#19,  mfg108@factory.org  ,西安,2 632 251,25-08-2019
MC-310,  Tyrell Corp MFG#20  ,  mfg109@industry.com  ,南京,86141,2023-06-26
MC-311,  Vandelay MFG#21  ,mfg110@factory.org,上海,"$4,867,402.00",06/01/2016
MC-312,Initech MFG#22,mfg111@plant.net,苏州,882969,02/07/2017
MC-313,  Stark Industries MFG#23  ,  mfg112@industry.com  ,武汉,3521908,19-09-2019
MC-314,Wonka MFG#24,MFG113@INDUSTRY.COM,苏州,4 934 077,2016-04-28
MC-315,Blue Sun MFG#25,mfg114@plant.net,成都,1551929,2018-07-09
MC-316,  Cyberdyne MFG#26  ,mfg115@factory.org,杭州,"$2,488,664.00",2017-08-10
MC-317,Hooli MFG#27,  mfg116@factory.org  ,苏州,1261405,09/03/2015
MC-318,Wayne Enterprises MFG#28,  mfg117@plant.net  ,深圳,"$1,256,679.00",2015-12-16
MC-319,  Acme Corp MFG#29  ,mfg118@plant.net,南京,4 659 170,06/20/2022
MC-320,  Pied Piper MFG#30  ,mfg119@industry.com,武汉,340 780,2015-01-03
MC-321,  Umbrella Co MFG#31  ,mfg120@plant.net,西安,3982901,01/09/2021
MC-322,Hooli MFG#32,mfg121@factory.org,北京,3155873,08/15/2022
MC-323,LEXCORP MFG#33,  mfg122@factory.org  ,上海,4645253,25-05-2015
MC-324,Weyland-Yutani MFG#34,  mfg123@industry.com  ,北京,"$4,782,643.00",08/07/2019
MC-325,Initech MFG#35,mfg124@industry.com,广州,"$722,194.00",17-10-2020
MC-326,UMBRELLA CO MFG#36,MFG125@INDUSTRY.COM,杭州,"$496,081.00",2015-08-09
MC-327,Wayne Enterprises MFG#37,mfg126@factory.org,广州,"$4,078,820.00",2018-02-19
MC-328,Massive Dynamic MFG#38,mfg127@plant.net,广州,748586,2017-05-24
MC-329,Black Mesa MFG#39,  mfg128@industry.com  ,杭州,"$3,704,378.00",07-09-2020
MC-330,Acme Corp MFG#40,  mfg129@factory.org  ,深圳,1 310 003,2017-02-14
MC-331,Hooli MFG#41,  mfg130@factory.org  ,深圳,"$1,453,211.00",22-05-2018
MC-332,Aperture MFG#42,MFG131@FACTORY.ORG,武汉,4215555,2016-12-15
MC-333,  Tyrell Corp MFG#43  ,  mfg132@factory.org  ,深圳,3282759,2025-02-20
MC-334,PIED PIPER MFG#44,MFG133@INDUSTRY.COM,上海,4 219 086,2018-04-13
MC-335,Stark Industries MFG#45,MFG134@INDUSTRY.COM,深圳,2994125,05/13/2021
MC-336,  Umbrella Co MFG#46  ,mfg135@industry.com,深圳,1736929,02/06/2015
MC-337,OSCORP MFG#47,  mfg136@factory.org  ,深圳,1294193,2023-01-22
MC-338,Umbrella Co MFG#48,mfg137@factory.org,武汉,"$3,279,395.00",2021-01-07
MC-339,Blue Sun MFG#49,mfg138@factory.org,深圳,"$4,055,554.00",2016-11-01
MC-340,Initech MFG#50,mfg139@industry.com,西安,777839,2020-05-25
MC-341,Acme Corp MFG#51,mfg140@industry.com,西安,"$2,229,519.00",2015-05-05
MC-342,  Oscorp MFG#52  ,  mfg141@factory.org  ,武汉,"$2,833,343.00",02/04/2024
MC-343,WEYLAND-YUTANI MFG#53,mfg142@plant.net,深圳,"202 618,00",07-08-2024
MC-344,GLOBEX MFG#54,  mfg143@industry.com  ,西安,3757748,2017-12-15
MC-345,Blue Sun MFG#55,mfg144@industry.com,南京,1238442,2025-06-28
MC-346,Massive Dynamic MFG#56,mfg145@plant.net,西安,2837001,11/20/2017
MC-347,Globex MFG#57,mfg146@factory.org,苏州,2146992,2022-11-01
MC-348,  Acme Corp MFG#58  ,mfg147@plant.net,西安,"$3,562,084.00",2023-12-10
MC-349,INITECH MFG#59,mfg148@industry.com,武汉,1078857,12/23/2024
MC-350,Aperture MFG#60,mfg149@factory.org,苏州,2950980,10/10/2024
MC-351,Dunder Mifflin MFG#61,  mfg150@industry.com  ,广州,"212 570,00",10/19/2020
MC-352,Wayne Enterprises MFG#62,MFG151@PLANT.NET,武汉,4775268,06/20/2016
MC-353,PIED PIPER MFG#63,  mfg152@plant.net  ,深圳,2926876,2015-03-09
MC-354,BLUE SUN MFG#64,mfg153@industry.com,成都,"1 599 555,00",2023-09-24
MC-355,cyberdyne mfg#65,  mfg154@factory.org  ,上海,"$4,946,880.00",01/21/2026
MC-356,WEYLAND-YUTANI MFG#66,mfg155@industry.com,上海,4393326,24-02-2016
MC-357,UMBRELLA CO MFG#67,mfg156@industry.com,苏州,"$3,327,290.00",2021-08-28
MC-358,Globex MFG#68,mfg157@factory.org,南京,"$3,740,130.00",06/05/2023
MC-359,Vandelay MFG#69,mfg158@industry.com,南京,"4 200 198,00",08/17/2016
MC-360,MASSIVE DYNAMIC MFG#70,mfg159@industry.com,武汉,"$697,660.00",04/19/2015
MC-361,  Tyrell Corp MFG#71  ,mfg160@industry.com,深圳,707181,2020-05-14
MC-362,BLUE SUN MFG#72,mfg161@plant.net,北京,"$702,983.00",04-08-2026
MC-363,Wayne Enterprises MFG#73,mfg162@plant.net,上海,3 165 808,10-10-2025
MC-364,Blue Sun MFG#74,mfg163@plant.net,苏州,4851758,2017-06-05
MC-365,Blue Sun MFG#75,mfg164@plant.net,南京,3725644,28-05-2025
MC-366,Pied Piper MFG#76,mfg165@industry.com,上海,996574,11/15/2026
MC-367,BLUE SUN MFG#77,mfg166@industry.com,上海,"672 261,00",03/02/2015
MC-368,Cyberdyne MFG#78,MFG167@FACTORY.ORG,深圳,1 119 701,05-06-2021
MC-369,INITECH MFG#79,MFG168@PLANT.NET,北京,"$912,469.00",2018-07-21
MC-370,aperture mfg#80,MFG169@INDUSTRY.COM,南京,"$989,635.00",09/18/2021
MC-371,Umbrella Co MFG#81,mfg170@industry.com,西安,"$4,240,525.00",12/26/2019
MC-372,Wonka MFG#82,mfg171@industry.com,西安,336059,03/24/2015
MC-373,Cyberdyne MFG#83,MFG172@INDUSTRY.COM,上海,"$1,538,548.00",2015-08-10
MC-374,  Tyrell Corp MFG#84  ,  mfg173@plant.net  ,武汉,4325180,2026-04-07
MC-375,Wayne Enterprises MFG#85,  mfg174@plant.net  ,广州,"$3,926,079.00",2026-11-21
MC-376,acme corp mfg#86,mfg175@plant.net,深圳,"$4,963,486.00",2021-05-06
MC-377,Hooli MFG#87,mfg176@industry.com,北京,"$898,949.00",2018-08-27
MC-378,  Black Mesa MFG#88  ,mfg177@industry.com,成都,"$4,368,257.00",2019-11-15
MC-379,MASSIVE DYNAMIC MFG#0,  mfg178@industry.com  ,杭州,"$3,463,710.00",09/18/2021
MC-380,wayne enterprises mfg#1,mfg179@factory.org,成都,"$2,306,291.00",2020-02-17
MC-381,CYBERDYNE MFG#2,mfg180@plant.net,杭州,3514498,2015-09-13
MC-382,TYRELL CORP MFG#3,MFG181@INDUSTRY.COM,广州,682666,2022-06-09
MC-383,APERTURE MFG#4,MFG182@INDUSTRY.COM,广州,"$3,043,073.00",2026-07-12
MC-384,Massive Dynamic MFG#5,mfg183@factory.org,上海,2 889 934,26-02-2019
MC-385,Wayne Enterprises MFG#6,mfg184@factory.org,西安,504833,2016-02-04
MC-386,Wayne Enterprises MFG#7,  mfg185@industry.com  ,杭州,1746710,24-09-2025
MC-387,Umbrella Co MFG#8,mfg186@industry.com,北京,"1 706 741,00",2024-06-07
MC-388,Pied Piper MFG#9,mfg187@industry.com,武汉,4580220,2016-09-10
MC-389,lexcorp mfg#10,  mfg188@plant.net  ,成都,4144376,2016-05-11
MC-390,CYBERDYNE MFG#11,mfg189@factory.org,武汉,"$130,098.00",10/12/2015
MC-391,HOOLI MFG#12,mfg190@industry.com,苏州,4493539,2019-06-23
MC-392,  Massive Dynamic MFG#13  ,MFG191@PLANT.NET,上海,731023,2016-04-04
MC-393,massive dynamic mfg#14,mfg192@factory.org,北京,4149371,2023-05-06
MC-394,Aperture MFG#15,mfg193@plant.net,苏州,3440644,2023-01-02
MC-395,Massive Dynamic MFG#16,mfg194@plant.net,苏州,"$3,767,060.00",03/26/2016
MC-396,STARK INDUSTRIES MFG#17,mfg195@industry.com,西安,"$4,263,771.00",10/04/2025
MC-397,WONKA MFG#18,  mfg196@industry.com  ,西安,1274612,2023-06-06
MC-398,initech mfg#19,  mfg197@industry.com  ,西安,4 603 718,2020-11-02
MC-399,  Acme Corp MFG#20  ,mfg198@plant.net,杭州,4458776,2015-04-11
MC-400,Aperture MFG#21,MFG199@INDUSTRY.COM,深圳,"$738,757.00",2015-04-10
MC-401,UMBRELLA CO MFG#22,MFG200@INDUSTRY.COM,上海,1 522 950,08/13/2019
MC-402,  Stark Industries MFG#23  ,mfg201@factory.org,西安,3423226,12/15/2022
MC-403,black mesa mfg#24,mfg202@industry.com,北京,4585200,2024-09-09
MC-404,Wonka MFG#25,mfg203@factory.org,上海,4679192,05/13/2025
MC-405,APERTURE MFG#26,mfg204@plant.net,西安,"$548,176.00",10/18/2022
MC-406,Stark Industries MFG#27,mfg205@industry.com,杭州,"4 429 688,00",04-07-2021
MC-407,Pied Piper MFG#28,mfg206@plant.net,成都,2624013,04/10/2026
MC-408,Aperture MFG#29,mfg207@industry.com,成都,"4 475 940,00",11/01/2019
MC-409,  Acme Corp MFG#30  ,mfg208@factory.org,西安,721 852,07-01-2022
MC-410,PIED PIPER MFG#31,  mfg209@industry.com  ,苏州,"$3,495,621.00",15-06-2023
MC-411,Vandelay MFG#32,mfg210@factory.org,成都,2167673,2016-10-11
MC-412,Globex MFG#33,mfg211@industry.com,苏州,4732643,2023-01-09
MC-413,Weyland-Yutani MFG#34,mfg212@plant.net,广州,2064099,2022-07-21
MC-414,Acme Corp MFG#35,mfg213@industry.com,北京,"$2,253,134.00",2023-01-10
MC-415,lexcorp mfg#36,mfg214@industry.com,广州,3246634,08/16/2024
MC-416,  Umbrella Co MFG#37  ,mfg215@factory.org,杭州,"$1,744,688.00",2015-12-08
MC-417,DUNDER MIFFLIN MFG#38,  mfg216@plant.net  ,苏州,3701208,09/03/2019
MC-418,  Wonka MFG#39  ,mfg217@factory.org,杭州,"$1,655,589.00",25-04-2021
MC-419,VANDELAY MFG#40,MFG218@INDUSTRY.COM,南京,4 591 176,03/10/2020
MC-420,VANDELAY MFG#41,mfg219@industry.com,杭州,1089681,2021-07-14
MC-421,  Acme Corp MFG#42  ,mfg220@industry.com,深圳,1118963,05/04/2020
MC-422,Initech MFG#43,mfg221@industry.com,广州,2243667,2016-05-23
MC-423,Hooli MFG#44,mfg222@factory.org,成都,3274027,07/02/2024
MC-424,dunder mifflin mfg#45,  mfg223@plant.net  ,苏州,1 995 115,2015-01-23
MC-425,STARK INDUSTRIES MFG#46,MFG224@PLANT.NET,北京,1891605,2021-09-26
MC-426,Blue Sun MFG#47,  mfg225@industry.com  ,成都,1 488 304,2015-10-15
MC-427,CYBERDYNE MFG#48,mfg226@industry.com,武汉,2583831,10-09-2021
MC-428,MASSIVE DYNAMIC MFG#49,  mfg227@industry.com  ,武汉,"$1,864,736.00",02/08/2022
MC-429,  Weyland-Yutani MFG#50  ,mfg228@industry.com,深圳,4120120,11/16/2015
MC-430,Wayne Enterprises MFG#51,mfg229@factory.org,西安,4745566,2019-02-17
MC-431,Umbrella Co MFG#52,mfg230@plant.net,杭州,"$2,603,257.00",03/18/2023
MC-432,  Tyrell Corp MFG#53  ,mfg231@plant.net,苏州,"1 830 823,00",2020-04-17
MC-433,aperture mfg#54,  mfg232@factory.org  ,苏州,"2 782 636,00",03/26/2016
MC-434,UMBRELLA CO MFG#55,mfg233@plant.net,武汉,4358313,11-09-2023
MC-435,  Dunder Mifflin MFG#56  ,mfg234@industry.com,广州,"$308,156.00",05/23/2016
MC-436,LexCorp MFG#57,  mfg235@factory.org  ,深圳,2048744,01-12-2022
MC-437,Cyberdyne MFG#58,  mfg236@plant.net  ,上海,"$1,193,588.00",02/23/2018
MC-438,Tyrell Corp MFG#59,mfg237@factory.org,上海,2019155,2025-05-21
MC-439,Stark Industries MFG#60,mfg238@factory.org,南京,314583,01-09-2017
MC-440,TYRELL CORP MFG#61,mfg239@factory.org,成都,1275647,11-06-2020
MC-441,Weyland-Yutani MFG#62,  mfg240@factory.org  ,武汉,1913411,10-05-2026
MC-442,Stark Industries MFG#63,  mfg241@industry.com  ,北京,"$4,348,222.00",02-09-2019
MC-443,Weyland-Yutani MFG#64,mfg242@factory.org,成都,"$1,513,639.00",2022-05-22
MC-444,WEYLAND-YUTANI MFG#65,mfg243@factory.org,苏州,3918449,21-05-2023
MC-445,Wayne Enterprises MFG#66,mfg244@plant.net,南京,3 273 133,05/19/2016
MC-446,  Black Mesa MFG#67  ,  mfg245@industry.com  ,上海,1318022,07/20/2018
MC-447,  Umbrella Co MFG#68  ,  mfg246@industry.com  ,北京,"$4,348,759.00",12/06/2022
MC-448,Weyland-Yutani MFG#69,  mfg247@factory.org  ,杭州,1815340,09/15/2025
MC-449,Wonka MFG#70,mfg248@plant.net,广州,2566495,2018-12-12
MC-450,  Wayne Enterprises MFG#71  ,mfg249@plant.net,广州,1338408,2024-01-01
MC-451,Vandelay MFG#72,  mfg250@factory.org  ,广州,577530,26-02-2015
MC-452,  Globex MFG#73  ,mfg251@industry.com,南京,4559437,05-11-2019
MC-453,Wayne Enterprises MFG#74,mfg252@plant.net,北京,1824244,2015-01-20
MC-454,acme corp mfg#75,  mfg253@factory.org  ,西安,3210693,03-12-2026
MC-455,  Weyland-Yutani MFG#76  ,MFG254@PLANT.NET,武汉,1845171,09/07/2017
MC-456,acme corp mfg#77,MFG255@FACTORY.ORG,上海,"$1,337,432.00",11/04/2015
MC-457,  Pied Piper MFG#78  ,  mfg256@industry.com  ,成都,"$2,145,698.00",2016-06-03
MC-458,Globex MFG#79,  mfg257@plant.net  ,西安,2710907,04/09/2016
MC-459,  Umbrella Co MFG#80  ,mfg258@factory.org,南京,2728326,12/07/2021
MC-460,weyland-yutani mfg#81,MFG259@FACTORY.ORG,西安,1234702,2021-01-07
MC-461,STARK INDUSTRIES MFG#82,mfg260@plant.net,武汉,1133880,01/25/2018
MC-462,Aperture MFG#83,mfg261@factory.org,深圳,4958420,2015-06-08
MC-463,Wayne Enterprises MFG#84,mfg262@plant.net,成都,1179000,2023-04-23
MC-464,WAYNE ENTERPRISES MFG#85,mfg263@factory.org,苏州,"$1,410,748.00",2026-12-22
MC-465,Globex MFG#86,mfg264@industry.com,杭州,"4 583 446,00",2016-02-06
MC-466,Black Mesa MFG#87,mfg265@industry.com,苏州,4812069,2015-06-15
MC-467,INITECH MFG#88,MFG266@FACTORY.ORG,广州,1766746,07/03/2019
MC-468,Globex MFG#0,mfg267@factory.org,杭州,"$465,669.00",20-03-2026
MC-469,Wonka MFG#1,mfg268@factory.org,广州,4504870,11-01-2019
MC-470,Oscorp MFG#2,mfg269@plant.net,苏州,1889897,2016-06-28
MC-471,Massive Dynamic MFG#3,mfg270@plant.net,上海,"3 078 834,00",2023-05-06
MC-472,Acme Corp MFG#4,MFG271@INDUSTRY.COM,成都,3026139,2015-03-23
MC-473,wonka mfg#5,  mfg272@plant.net  ,南京,4753422,2025-12-06
MC-474,weyland-yutani mfg#6,MFG273@PLANT.NET,南京,388 457,2020-07-18
MC-475,  Umbrella Co MFG#7  ,mfg274@plant.net,北京,"$4,954,217.00",2017-10-08
MC-476,Stark Industries MFG#8,  mfg275@plant.net  ,西安,2410428,07/19/2020
MC-477,  Initech MFG#9  ,mfg276@factory.org,成都,4584447,26-09-2018
MC-478,Globex MFG#10,  mfg277@industry.com  ,广州,2639455,2021-12-26
MC-479,Aperture MFG#11,mfg278@industry.com,杭州,2 649 293,12-05-2025
MC-480,Black Mesa MFG#12,mfg279@plant.net,深圳,1323053,2015-03-04
MC-481,  Pied Piper MFG#13  ,mfg280@industry.com,上海,4150665,01/04/2017
MC-482,Oscorp MFG#14,  mfg281@factory.org  ,武汉,4472046,07-05-2021
MC-483,LexCorp MFG#15,  mfg282@plant.net  ,成都,2994821,2019-06-05
MC-484,  Oscorp MFG#16  ,mfg283@plant.net,深圳,"$1,499,752.00",2016-10-26
MC-485,Dunder Mifflin MFG#17,mfg284@factory.org,南京,"$319,367.00",06/05/2017
MC-486,vandelay mfg#18,  mfg285@plant.net  ,杭州,"$1,123,096.00",2021-07-15
MC-487,Blue Sun MFG#19,mfg286@industry.com,成都,1 638 808,01/10/2024
MC-488,Oscorp MFG#20,mfg287@plant.net,南京,4652091,02/02/2021
MC-489,Stark Industries MFG#21,mfg288@factory.org,深圳,2128753,2018-04-12
MC-490,  Globex MFG#22  ,mfg289@industry.com,北京,3811018,01-05-2022
MC-491,LexCorp MFG#23,mfg290@factory.org,武汉,1968803,04-02-2024
MC-492,tyrell corp mfg#24,  mfg291@industry.com  ,杭州,3659778,2025-04-08
MC-493,Globex MFG#25,  mfg292@plant.net  ,西安,"$880,873.00",2018-07-08
MC-494,  Oscorp MFG#26  ,mfg293@industry.com,杭州,3826360,04/02/2022
MC-495,Tyrell Corp MFG#27,mfg294@plant.net,南京,241881,2018-06-04
MC-496,PIED PIPER MFG#28,mfg295@factory.org,杭州,4342898,05/07/2025
MC-497,Wayne Enterprises MFG#29,mfg296@plant.net,广州,"$2,733,701.00",10-06-2019
MC-498,Blue Sun MFG#30,  mfg297@factory.org  ,北京,574 420,2024-10-23
MC-499,Dunder Mifflin MFG#31,mfg298@industry.com,深圳,3074588,08/17/2025
MC-500,WEYLAND-YUTANI MFG#32,MFG299@FACTORY.ORG,南京,592931,2019-12-01
MC-501,  Globex MFG#33  ,mfg300@factory.org,西安,"$3,514,779.00",2024-05-01
MC-502,LEXCORP MFG#34,  mfg301@plant.net  ,苏州,"$1,360,070.00",19-07-2018
MC-503,Weyland-Yutani MFG#35,mfg302@factory.org,成都,4206272,2025-04-19
MC-504,Dunder Mifflin MFG#36,MFG303@PLANT.NET,杭州,3039918,05/05/2021
MC-505,WAYNE ENTERPRISES MFG#37,mfg304@industry.com,深圳,"$4,171,802.00",2020-04-15
MC-506,Tyrell Corp MFG#38,MFG305@PLANT.NET,杭州,4302447,16-04-2017
MC-507,WAYNE ENTERPRISES MFG#39,MFG306@PLANT.NET,上海,"$2,105,236.00",2022-11-28
MC-508,cyberdyne mfg#40,MFG307@PLANT.NET,上海,3245084,08/09/2015
MC-509,  Acme Corp MFG#41  ,mfg308@factory.org,广州,1608277,2018-08-18
MC-510,HOOLI MFG#42,mfg309@factory.org,南京,2 536 896,2026-02-19
MC-511,Black Mesa MFG#43,mfg310@industry.com,武汉,"$177,016.00",2020-07-15
MC-512,Pied Piper MFG#44,MFG311@FACTORY.ORG,杭州,"$4,131,285.00",11/08/2015
MC-513,Dunder Mifflin MFG#45,mfg312@plant.net,成都,3344720,01/04/2020
MC-514,  Hooli MFG#46  ,mfg313@industry.com,广州,"2 151 523,00",06/24/2024
MC-515,Black Mesa MFG#47,mfg314@plant.net,成都,4368242,08/05/2015
MC-516,Cyberdyne MFG#48,mfg315@plant.net,北京,4184106,2026-10-22
MC-517,black mesa mfg#49,MFG316@PLANT.NET,北京,4 706 141,2018-06-01
MC-518,  Blue Sun MFG#50  ,mfg317@factory.org,成都,2483841,10-11-2019
