customer_id,company_name,email,phone,region,signup_date
CUST-60,Acme Corp-159,ACCT159@BIZ.ORG,139-1059-0009,苏州,2020-12-15
CUST-61,LexCorp-160,acct160@example.com,139-1060-0000,北京,2020-01-15
CUST-62,Cyberdyne-161,ACCT161@CORP.NET,139-1061-0001,上海,2020-02-15
CUST-63,Massive Dynamic-162,acct162@biz.org,139-1062-0002,广州,2020-03-15
CUST-64,Hooli-163,ACCT163@EXAMPLE.COM,139-1063-0003,深圳,2020-04-15
CUST-65,Tyrell Corp-164,acct164@corp.net,139-1064-0004,杭州,2020-05-15
CUST-66,Hooli-165,ACCT165@BIZ.ORG,139-1065-0005,成都,2020-06-15
CUST-67,Cyberdyne-166,acct166@example.com,139-1066-0006,武汉,2020-07-15
CUST-68,Vandelay-167,ACCT167@CORP.NET,139-1067-0007,南京,2020-08-15
CUST-69,Wayne Enterprises-168,acct168@biz.org,139-1068-0008,西安,2020-09-15
CUST-70,Weyland-Yutani-169,ACCT169@EXAMPLE.COM,139-1069-0009,苏州,2020-10-15
CUST-71,Blue Sun-170,acct170@corp.net,139-1070-0000,北京,2020-11-15
CUST-72,Wayne Enterprises-171,ACCT171@BIZ.ORG,139-1071-0001,上海,2020-12-15
CUST-73,Aperture-172,acct172@example.com,139-1072-0002,广州,2020-01-15
CUST-74,Tyrell Corp-173,ACCT173@CORP.NET,139-1073-0003,深圳,2020-02-15
CUST-75,Aperture-174,acct174@biz.org,139-1074-0004,杭州,2020-03-15
CUST-76,Umbrella Co-175,ACCT175@EXAMPLE.COM,139-1075-0005,成都,2020-04-15
CUST-77,Stark Industries-176,acct176@corp.net,139-1076-0006,武汉,2020-05-15
CUST-78,Acme Corp-177,ACCT177@BIZ.ORG,139-1077-0007,南京,2020-06-15
CUST-79,Aperture-178,acct178@example.com,139-1078-0008,西安,2020-07-15
CUST-80,Black Mesa-179,ACCT179@CORP.NET,139-1079-0009,苏州,2020-08-15
CUST-81,Vandelay-180,acct180@biz.org,139-1080-0000,北京,2020-09-15
CUST-82,Vandelay-181,ACCT181@EXAMPLE.COM,139-1081-0001,上海,2020-10-15
CUST-83,Aperture-182,acct182@corp.net,139-1082-0002,广州,2020-11-15
CUST-84,Black Mesa-183,ACCT183@BIZ.ORG,139-1083-0003,深圳,2020-12-15
CUST-85,Blue Sun-184,acct184@example.com,139-1084-0004,杭州,2020-01-15
CUST-86,Black Mesa-185,ACCT185@CORP.NET,139-1085-0005,成都,2020-02-15
CUST-87,Wayne Enterprises-186,acct186@biz.org,139-1086-0006,武汉,2020-03-15
CUST-88,Dunder Mifflin-187,ACCT187@EXAMPLE.COM,139-1087-0007,南京,2020-04-15
CUST-89,Cyberdyne-188,acct188@corp.net,139-1088-0008,西安,2020-05-15
CUST-90,Acme Corp-189,ACCT189@BIZ.ORG,139-1089-0009,苏州,2020-06-15
CUST-91,Aperture-190,acct190@example.com,139-1090-0000,北京,2020-07-15
CUST-92,Black Mesa-191,ACCT191@CORP.NET,139-1091-0001,上海,2020-08-15
CUST-93,Vandelay-192,acct192@biz.org,139-1092-0002,广州,2020-09-15
CUST-94,Cyberdyne-193,ACCT193@EXAMPLE.COM,139-1093-0003,深圳,2020-10-15
CUST-95,Black Mesa-194,acct194@corp.net,139-1094-0004,杭州,2020-11-15
CUST-96,Weyland-Yutani-195,ACCT195@BIZ.ORG,139-1095-0005,成都,2020-12-15
CUST-97,Globex-196,acct196@example.com,139-1096-0006,武汉,2020-01-15
CUST-98,Vandelay-197,ACCT197@CORP.NET,139-1097-0007,南京,2020-02-15
CUST-99,Umbrella Co-198,acct198@biz.org,139-1098-0008,西安,2020-03-15
CUST-100,Umbrella Co-199,ACCT199@EXAMPLE.COM,139-1099-0009,苏州,2020-04-15
CUST-101,Acme Corp-200,acct200@corp.net,139-1100-0000,北京,2020-05-15
CUST-102,Hooli-201,ACCT201@BIZ.ORG,139-1101-0001,上海,2020-06-15
CUST-103,Wonka-202,acct202@example.com,139-1102-0002,广州,2020-07-15
CUST-104,Globex-203,ACCT203@CORP.NET,139-1103-0003,深圳,2020-08-15
CUST-105,Blue Sun-204,acct204@biz.org,139-1104-0004,杭州,2020-09-15
CUST-106,Wonka-205,ACCT205@EXAMPLE.COM,139-1105-0005,成都,2020-10-15
CUST-107,Wayne Enterprises-206,acct206@corp.net,139-1106-0006,武汉,2020-11-15
CUST-108,Umbrella Co-207,ACCT207@BIZ.ORG,139-1107-0007,南京,2020-12-15
CUST-109,Vandelay-208,acct208@example.com,139-1108-0008,西安,2020-01-15
CUST-110,Vandelay-209,ACCT209@CORP.NET,139-1109-0009,苏州,2020-02-15
CUST-111,LexCorp-210,acct210@biz.org,139-1110-0000,北京,2020-03-15
CUST-112,Oscorp-211,ACCT211@EXAMPLE.COM,139-1111-0001,上海,2020-04-15
CUST-113,LexCorp-212,acct212@corp.net,139-1112-0002,广州,2020-05-15
CUST-114,Massive Dynamic-213,ACCT213@BIZ.ORG,139-1113-0003,深圳,2020-06-15
CUST-115,Wayne Enterprises-214,acct214@example.com,139-1114-0004,杭州,2020-07-15
CUST-116,Black Mesa-215,ACCT215@CORP.NET,139-1115-0005,成都,2020-08-15
CUST-117,Blue Sun-216,acct216@biz.org,139-1116-0006,武汉,2020-09-15
CUST-118,Initech-217,ACCT217@EXAMPLE.COM,139-1117-0007,南京,2020-10-15
CUST-119,Vandelay-218,acct218@corp.net,139-1118-0008,西安,2020-11-15
CUST-120,Wayne Enterprises-219,ACCT219@BIZ.ORG,139-1119-0009,苏州,2020-12-15
CUST-121,Acme Corp-220,acct220@example.com,139-1120-0000,北京,2020-01-15
CUST-122,Wonka-221,ACCT221@CORP.NET,139-1121-0001,上海,2020-02-15
CUST-123,Globex-222,acct222@biz.org,139-1122-0002,广州,2020-03-15
CUST-124,Umbrella Co-223,ACCT223@EXAMPLE.COM,139-1123-0003,深圳,2020-04-15
CUST-125,Hooli-224,acct224@corp.net,139-1124-0004,杭州,2020-05-15
CUST-126,Stark Industries-225,ACCT225@BIZ.ORG,139-1125-0005,成都,2020-06-15
CUST-127,Umbrella Co-226,acct226@example.com,139-1126-0006,武汉,2020-07-15
CUST-128,Vandelay-227,ACCT227@CORP.NET,139-1127-0007,南京,2020-08-15
CUST-129,Umbrella Co-228,acct228@biz.org,139-1128-0008,西安,2020-09-15
CUST-130,Pied Piper-229,ACCT229@EXAMPLE.COM,139-1129-0009,苏州,2020-10-15
CUST-131,Tyrell Corp-230,acct230@corp.net,139-1130-0000,北京,2020-11-15
CUST-132,Stark Industries-231,ACCT231@BIZ.ORG,139-1131-0001,上海,2020-12-15
CUST-133,Wonka-232,acct232@example.com,139-1132-0002,广州,2020-01-15
CUST-134,Black Mesa-233,ACCT233@CORP.NET,139-1133-0003,深圳,2020-02-15
CUST-135,LexCorp-234,acct234@biz.org,139-1134-0004,杭州,2020-03-15
CUST-136,Acme Corp-235,ACCT235@EXAMPLE.COM,139-1135-0005,成都,2020-04-15
CUST-137,LexCorp-236,acct236@corp.net,139-1136-0006,武汉,2020-05-15
CUST-138,Aperture-237,ACCT237@BIZ.ORG,139-1137-0007,南京,2020-06-15
CUST-139,Stark Industries-238,acct238@example.com,139-1138-0008,西安,2020-07-15
CUST-140,LexCorp-239,ACCT239@CORP.NET,139-1139-0009,苏州,2020-08-15
CUST-141,Aperture-240,acct240@biz.org,139-1140-0000,北京,2020-09-15
CUST-142,Oscorp-241,ACCT241@EXAMPLE.COM,139-1141-0001,上海,2020-10-15
CUST-143,Wonka-242,acct242@corp.net,139-1142-0002,广州,2020-11-15
CUST-144,Globex-243,ACCT243@BIZ.ORG,139-1143-0003,深圳,2020-12-15
CUST-145,Globex-244,acct244@example.com,139-1144-0004,杭州,2020-01-15
CUST-146,Pied Piper-245,ACCT245@CORP.NET,139-1145-0005,成都,2020-02-15
CUST-147,Wonka-246,acct246@biz.org,139-1146-0006,武汉,2020-03-15
CUST-148,Oscorp-247,ACCT247@EXAMPLE.COM,139-1147-0007,南京,2020-04-15
CUST-149,Cyberdyne-248,acct248@corp.net,139-1148-0008,西安,2020-05-15
CUST-150,LexCorp-249,ACCT249@BIZ.ORG,139-1149-0009,苏州,2020-06-15
CUST-151,Acme Corp #53,buyer150@example.com,138-2120-5175,武汉,2025-10-06
CUST-152,Tyrell Corp #54,buyer151@corp.net,138-9764-4937,苏州,2020-05-09
CUST-153,Dunder Mifflin #55,buyer152@corp.net,138-9144-3299,杭州,01-09-2023
CUST-154,Wonka #56,buyer153@example.com,138-4501-3755,西安,2024-11-10
CUST-155,  Umbrella Co #57  ,buyer154@mail.com,138-8310-6374,深圳,23-03-2020
CUST-156,  Pied Piper #58  ,buyer155@corp.net,138-3834-9074,上海,09/18/2025
CUST-157,Hooli #59,buyer156@example.com,138-3938-9175,广州,10-06-2021
CUST-158,  Wayne Enterprises #60  ,BUYER157@EXAMPLE.COM,138-1585-4926,苏州,16-12-2024
CUST-159,blue sun #61,buyer158@biz.org,138-1895-4354,西安,2023-06-22
CUST-160,initech #62,buyer159@example.com,138-3895-5913,西安,2021-06-27
CUST-161,Initech #63,BUYER160@MAIL.COM,138-7838-2662,武汉,12/21/2026
CUST-162,Vandelay #64,BUYER161@MAIL.COM,138-7097-4217,苏州,03/12/2025
CUST-163,Wonka #65,buyer162@biz.org,138-1634-9621,北京,12/04/2022
CUST-164,pied piper #66,buyer163@example.com,138-6358-4467,西安,2026-02-26
CUST-165,Cyberdyne #67,BUYER164@BIZ.ORG,138-8927-9885,杭州,2026-07-18
CUST-166,Oscorp #68,buyer165@mail.com,138-3370-4049,上海,2024-01-08
CUST-167,UMBRELLA CO #69,buyer166@mail.com,138-4094-8805,成都,03/22/2023
CUST-168,globex #70,buyer167@corp.net,138-8044-9017,成都,2024-09-14
CUST-169,OSCORP #71,buyer168@mail.com,138-1390-3894,成都,24-03-2025
CUST-170,  Blue Sun #72  ,BUYER169@EXAMPLE.COM,138-4267-5630,上海,2023-04-03
CUST-171,Aperture #73,buyer170@biz.org,138-7688-3267,上海,2024-06-19
CUST-172,Stark Industries #74,buyer171@corp.net,138-4646-3550,深圳,04/21/2022
CUST-173,Acme Corp #75,buyer172@corp.net,138-3475-5242,广州,2024-10-02
CUST-174,LexCorp #76,  buyer173@corp.net  ,138-9092-4564,杭州,2021-12-12
CUST-175,Stark Industries #77,buyer174@example.com,138-3471-6178,武汉,01/12/2021
CUST-176,  Vandelay #78  ,  buyer175@example.com  ,138-2623-3723,南京,2024-12-12
CUST-177,  Wonka #79  ,buyer176@corp.net,138-8547-3330,北京,21-06-2020
CUST-178,weyland-yutani #80,buyer177@example.com,138-8892-1413,苏州,2022-07-25
CUST-179,Wayne Enterprises #81,buyer178@example.com,138-9115-9640,深圳,23-06-2026
CUST-180,HOOLI #82,buyer179@example.com,138-6089-6879,深圳,2025-02-19
CUST-181,Globex #83,  buyer180@example.com  ,138-4831-3646,西安,2020-01-28
CUST-182,  Wonka #84  ,  buyer181@example.com  ,138-2777-1778,北京,17-05-2026
CUST-183,  Umbrella Co #85  ,buyer182@corp.net,138-2116-9328,苏州,12-02-2023
CUST-184,  Tyrell Corp #86  ,  buyer183@biz.org  ,138-3080-1111,武汉,2024-07-23
CUST-185,  Dunder Mifflin #87  ,buyer184@mail.com,138-3610-2289,广州,2025-10-10
CUST-186,Globex #88,  buyer185@example.com  ,138-6485-7404,成都,2020-05-21
CUST-187,Black Mesa #89,buyer186@biz.org,138-2382-8651,苏州,2023-06-07
CUST-188,PIED PIPER #90,buyer187@example.com,138-2188-3439,广州,2025-11-07
CUST-189,Wonka #91,buyer188@example.com,138-6383-8889,南京,08/18/2026
CUST-190,  Massive Dynamic #92  ,buyer189@biz.org,138-4087-6065,南京,15-07-2024
CUST-191,Acme Corp #93,buyer190@biz.org,138-9948-1541,苏州,2023-07-05
CUST-192,APERTURE #94,buyer191@corp.net,138-8166-5343,西安,2021-08-02
CUST-193,Globex #95,buyer192@biz.org,138-7902-1757,广州,2023-01-15
CUST-194,Vandelay #96,buyer193@biz.org,138-1982-9110,武汉,02-02-2020
CUST-195,pied piper #0,buyer194@corp.net,138-4118-2941,上海,22-11-2024
CUST-196,  Dunder Mifflin #1  ,buyer195@example.com,138-9292-3619,杭州,2026-05-10
CUST-197,Black Mesa #2,buyer196@biz.org,138-6637-3554,南京,02/17/2024
CUST-198,  Hooli #3  ,buyer197@biz.org,138-4585-8383,成都,09/01/2021
CUST-199,Black Mesa #4,  buyer198@corp.net  ,138-8463-8382,西安,15-05-2022
CUST-200,  Acme Corp #5  ,buyer199@corp.net,138-9501-6239,苏州,2020-06-10
CUST-201,  Weyland-Yutani #6  ,buyer200@mail.com,138-9635-9261,苏州,03/28/2026
CUST-202,  Oscorp #7  ,buyer201@biz.org,138-5919-3867,深圳,2021-08-06
CUST-203,Globex #8,  buyer202@biz.org  ,138-6324-8954,杭州,26-01-2026
CUST-204,  Initech #9  ,buyer203@mail.com,138-5521-6851,上海,2021-12-25
CUST-205,GLOBEX #10,buyer204@corp.net,138-5260-1249,武汉,04/04/2021
CUST-206,  Black Mesa #11  ,  buyer205@example.com  ,138-7566-8523,南京,2020-05-13
CUST-207,  Pied Piper #12  ,buyer206@example.com,138-3630-6844,上海,02/07/2023
CUST-208,tyrell corp #13,buyer207@biz.org,138-8213-8550,武汉,2025-10-03
CUST-209,WEYLAND-YUTANI #14,buyer208@biz.org,138-4757-2392,成都,2021-08-28
CUST-210,Vandelay #15,buyer209@biz.org,138-5500-2115,北京,08/24/2026
CUST-211,  Initech #16  ,buyer210@biz.org,138-7383-7082,北京,2022-07-11
CUST-212,  Vandelay #17  ,buyer211@corp.net,138-2870-1295,广州,03/18/2024
CUST-213,Pied Piper #18,  buyer212@corp.net  ,138-9570-5986,广州,2021-07-25
CUST-214,  Oscorp #19  ,  buyer213@mail.com  ,138-6758-8363,武汉,14-07-2024
CUST-215,black mesa #20,  buyer214@biz.org  ,138-2976-5812,杭州,14-12-2022
CUST-216,Globex #21,BUYER215@MAIL.COM,138-9908-1126,北京,2026-11-21
CUST-217,globex #22,  buyer216@example.com  ,138-1930-7675,苏州,2020-07-14
CUST-218,oscorp #23,buyer217@mail.com,138-2764-9354,南京,22-02-2025
CUST-219,Hooli #24,buyer218@corp.net,138-3455-4665,西安,2024-08-01
CUST-220,vandelay #25,  buyer219@mail.com  ,138-7695-5799,深圳,2024-01-15
CUST-221,Wayne Enterprises #26,buyer220@biz.org,138-4118-8378,南京,06/14/2020
CUST-222,OSCORP #27,buyer221@biz.org,138-9459-7653,西安,06/21/2023
CUST-223,Pied Piper #28,buyer222@mail.com,138-2258-9249,广州,10/13/2026
CUST-224,WEYLAND-YUTANI #29,  buyer223@example.com  ,138-9543-5485,成都,2024-03-17
CUST-225,Wonka #30,BUYER224@MAIL.COM,138-3562-7408,成都,17-08-2024
CUST-226,WONKA #31,buyer225@mail.com,138-1455-2459,杭州,2026-09-10
CUST-227,Wonka #32,buyer226@mail.com,138-6704-3604,苏州,02/15/2025
CUST-228,Aperture #33,BUYER227@MAIL.COM,138-9685-5986,南京,07/20/2020
CUST-229,lexcorp #34,BUYER228@MAIL.COM,138-4297-7730,北京,2024-09-16
CUST-230,Pied Piper #35,buyer229@corp.net,138-3290-7572,上海,2024-04-10
CUST-231,  Initech #36  ,BUYER230@EXAMPLE.COM,138-9624-9555,苏州,15-02-2026
CUST-232,Oscorp #37,buyer231@biz.org,138-9900-1213,上海,03/02/2021
CUST-233,Wonka #38,buyer232@example.com,138-5605-5961,成都,2026-12-07
CUST-234,  Black Mesa #39  ,buyer233@corp.net,138-4125-1714,杭州,2022-02-10
CUST-235,Wayne Enterprises #40,  buyer234@biz.org  ,138-2451-9397,上海,2023-02-07
CUST-236,Umbrella Co #41,buyer235@biz.org,138-3270-6787,深圳,2026-06-16
CUST-237,Vandelay #42,buyer236@corp.net,138-3174-6823,成都,2022-04-27
CUST-238,Stark Industries #43,buyer237@biz.org,138-7144-2050,广州,2026-07-28
CUST-239,stark industries #44,buyer238@biz.org,138-9862-1200,武汉,08/14/2025
CUST-240,  Umbrella Co #45  ,buyer239@biz.org,138-6324-8422,武汉,11/08/2026
CUST-241,Stark Industries #46,buyer240@corp.net,138-6910-1882,杭州,2023-08-11
CUST-242,Wonka #47,buyer241@corp.net,138-6199-6610,成都,2021-03-17
CUST-243,hooli #48,buyer242@mail.com,138-5343-8350,广州,2024-04-07
CUST-244,Aperture #49,  buyer243@mail.com  ,138-7175-1622,西安,21-07-2022
CUST-245,OSCORP #50,buyer244@example.com,138-9035-2685,西安,10-10-2023
CUST-246,LexCorp #51,buyer245@corp.net,138-2676-1232,杭州,18-10-2021
CUST-247,Black Mesa #52,BUYER246@MAIL.COM,138-2781-5418,武汉,11/17/2022
CUST-248,INITECH #53,BUYER247@EXAMPLE.COM,138-3330-3603,深圳,2026-04-16
CUST-249,Hooli #54,  buyer248@mail.com  ,138-3761-2980,南京,2021-02-02
CUST-250,Blue Sun #55,  buyer249@mail.com  ,138-6205-5975,上海,2025-08-22
CUST-251,Dunder Mifflin #56,BUYER250@EXAMPLE.COM,138-9031-9802,西安,06-03-2023
CUST-252,LexCorp #57,  buyer251@biz.org  ,138-5788-4726,武汉,17-09-2024
CUST-253,OSCORP #58,buyer252@example.com,138-6575-9947,南京,2020-09-03
CUST-254,black mesa #59,BUYER253@MAIL.COM,138-1470-3342,北京,05/22/2023
CUST-255,hooli #60,  buyer254@biz.org  ,138-5013-3523,武汉,02/04/2021
CUST-256,Pied Piper #61,buyer255@example.com,138-1477-2161,成都,2023-11-05
CUST-257,Cyberdyne #62,BUYER256@CORP.NET,138-9700-4805,成都,2024-08-23
CUST-258,Oscorp #63,BUYER257@MAIL.COM,138-4984-9865,杭州,05-08-2020
CUST-259,  Blue Sun #64  ,  buyer258@corp.net  ,138-6679-4302,西安,2026-10-08
CUST-260,WONKA #65,BUYER259@BIZ.ORG,138-6864-9397,北京,2021-03-23
CUST-261,LexCorp #66,buyer260@example.com,138-3700-1571,深圳,2023-01-19
CUST-262,Globex #67,buyer261@biz.org,138-7301-5297,上海,2020-06-27
CUST-263,Cyberdyne #68,buyer262@corp.net,138-7182-5256,武汉,2025-07-22
CUST-264,Vandelay #69,  buyer263@mail.com  ,138-6611-4604,广州,05/25/2022
CUST-265,  Aperture #70  ,buyer264@example.com,138-2325-4449,上海,2025-11-07
CUST-266,  Cyberdyne #71  ,BUYER265@CORP.NET,138-7926-9596,成都,10-11-2025
CUST-267,LexCorp #72,  buyer266@biz.org  ,138-3203-1455,杭州,18-04-2023
CUST-268,Weyland-Yutani #73,buyer267@biz.org,138-2295-1721,广州,2022-01-25
CUST-269,Black Mesa #74,buyer268@mail.com,138-3753-3301,成都,10-09-2022
CUST-270,Stark Industries #75,  buyer269@biz.org  ,138-7805-5452,西安,2025-04-08
CUST-271,acme corp #76,  buyer270@corp.net  ,138-8968-5317,苏州,06-05-2026
CUST-272,Blue Sun #77,buyer271@biz.org,138-1853-3769,成都,2024-12-03
CUST-273,Cyberdyne #78,buyer272@corp.net,138-7106-5405,上海,2023-05-04
CUST-274,  Umbrella Co #79  ,BUYER273@EXAMPLE.COM,138-1417-3627,成都,2022-04-06
CUST-275,Umbrella Co #80,buyer274@biz.org,138-7210-3544,广州,2022-03-12
CUST-276,Weyland-Yutani #81,  buyer275@example.com  ,138-9367-7373,北京,12-01-2026
CUST-277,Cyberdyne #82,BUYER276@EXAMPLE.COM,138-3775-2636,成都,11-08-2025
CUST-278,Wonka #83,buyer277@example.com,138-9970-6002,北京,2025-06-01
CUST-279,Wayne Enterprises #84,buyer278@corp.net,138-1426-5887,深圳,01/04/2025
CUST-280,HOOLI #85,BUYER279@EXAMPLE.COM,138-8168-4864,西安,13-05-2022
CUST-281,TYRELL CORP #86,  buyer280@example.com  ,138-2413-7067,深圳,2022-08-03
CUST-282,Weyland-Yutani #87,  buyer281@example.com  ,138-6227-6689,广州,07/14/2023
CUST-283,Wayne Enterprises #88,buyer282@biz.org,138-2181-3413,苏州,2024-01-13
CUST-284,OSCORP #89,buyer283@corp.net,138-4030-5909,南京,2025-08-23
CUST-285,Dunder Mifflin #90,buyer284@example.com,138-1367-6336,杭州,10-01-2021
CUST-286,Wonka #91,BUYER285@BIZ.ORG,138-7470-1575,杭州,12/26/2022
CUST-287,  Initech #92  ,buyer286@mail.com,138-3665-2246,西安,11/01/2021
CUST-288,globex #93,buyer287@mail.com,138-2298-5115,深圳,10-03-2021
CUST-289,LEXCORP #94,buyer288@example.com,138-8755-1460,武汉,25-09-2025
CUST-290,Acme Corp #95,buyer289@biz.org,138-7844-1363,苏州,15-07-2020
CUST-291,PIED PIPER #96,BUYER290@CORP.NET,138-1018-6240,广州,25-01-2025
CUST-292,Wayne Enterprises #0,BUYER291@EXAMPLE.COM,138-1707-8090,深圳,2026-02-15
CUST-293,  Stark Industries #1  ,buyer292@mail.com,138-2540-9270,广州,2024-12-07
CUST-294,Aperture #2,  buyer293@example.com  ,138-1998-7933,广州,09/13/2026
CUST-295,Tyrell Corp #3,  buyer294@corp.net  ,138-3523-6977,上海,2026-09-11
CUST-296,Black Mesa #4,buyer295@corp.net,138-7622-9987,南京,13-01-2020
CUST-297,OSCORP #5,buyer296@corp.net,138-8499-9409,广州,22-01-2026
CUST-298,Blue Sun #6,buyer297@example.com,138-4709-8973,苏州,2025-01-01
CUST-299,Cyberdyne #7,buyer298@mail.com,138-3109-7846,深圳,2026-04-20
CUST-300,Weyland-Yutani #8,buyer299@corp.net,138-5429-3223,上海,2022-01-17
CUST-301,  Hooli #9  ,buyer300@biz.org,138-8375-5962,苏州,04/08/2023
CUST-302,WONKA #10,buyer301@corp.net,138-2668-4495,广州,22-04-2023
CUST-303,  Cyberdyne #11  ,buyer302@biz.org,138-7988-3691,西安,2024-01-04
CUST-304,Initech #12,BUYER303@BIZ.ORG,138-2720-1789,上海,2022-10-12
CUST-305,Wonka #13,buyer304@biz.org,138-5991-2240,上海,2025-12-13
CUST-306,vandelay #14,buyer305@biz.org,138-7710-9525,杭州,2022-01-23
CUST-307,STARK INDUSTRIES #15,buyer306@corp.net,138-8020-4180,杭州,08/26/2025
CUST-308,APERTURE #16,buyer307@example.com,138-7614-7435,北京,06-11-2021
CUST-309,  Initech #17  ,buyer308@example.com,138-3386-2215,深圳,09/09/2020
CUST-310,BLACK MESA #18,buyer309@corp.net,138-9100-5559,北京,06/14/2023
